Sticker,Revenue,Cost of Revenue,R&D Expenses,SG&A Expense,Operating Expenses,Interest Expense,Income Tax Expense,Preferred Dividends,EPS,Weighted Average Shs Out,Dividend per Share,Cash and cash equivalents,Short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,priceEarningsRatio,dividendYield,pretaxProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,inventoryTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,daysOfPayablesOutstanding,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Enterprise Value,PE ratio,Price to Sales Ratio,Earnings Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,3Y Revenue Growth (per Share),3Y Operating CF Growth (per Share),3Y Net Income Growth (per Share),3Y Shareholders Equity Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,Sector,2019 PRICE VAR
IRIX,42600000,25129000,4006000,26333000,30339000,0,37000,0,-1.05,13594140,0,21194000,0,9083000,8794000,39618000,1220000,633000,0,2054000,41672000,2516000,0,10502000,0,0,2225000,0,0,1209000,11711000,70000,-41802000,29961000,0,-21194000,547000,7986000,809000,1803000,-10025000,-440000,-387000,0,-827000,0,10573000,0,10379000,-40000,-513000,-10465000,0,0,-0.302065728,-0.300774648,-0.4224,-0.4277,-0.8062,4.6878,1.02226915,3.772,2.882974671,2.018091792,-127.7333,77.8238,21.5573,0,0,0,0,0,-0.8218,-0.343,1.7374,0,-0.235328638,3.4921,-1.0503,-0.8218,-0.343,1.7374,2.456,3.364,2.456,0,42698458,0,1.4998,-0.2234,0,0,1.771,3.772,0,0.7824,0,0,0.6181,0.094,0.0152,0,0.0103,-0.5439,0.0423,-0.8062,-0.4224,29116000,41039000,27907000,9343000,8473000,2120000,9087500,77.8238,21.5573,-127.7333,5.0277,4.6878,-0.4277,-0.0361,0.1269,0.0169,0.0016,0.0042,0.0541,0,-1.8121,-1.6393,-0.059,0,0,-0.1011,0,0.1552,-0.0626,0.0006,-0.07,0,-0.2308,0.1291,Healthcare,-53.2494753
XELA,1586222000,1209874000,0,184651000,382597000,153095000,8407000,3655000,-1.09,151648643,0,43854000,0,270812000,16220000,355901000,132986000,1115279000,0,1283881000,1639782000,107588000,46735000,432722000,1333161000,1379896000,16504000,16232000,34235000,1388066000,1820788000,-15866000,-678563000,-181006000,0,1336042000,25015000,278399000,145485000,7647000,30457000,-27510000,-34810000,0,-66304000,11744000,-14721000,0,-1910000,122000,-37635000,2947000,0,0,-0.003939549,-0.102455394,-2.8936,0.8979,-0.0032,112.7299,0.967337122,0.822,0.727178188,0.101344512,-4.8933,62.3156,24.7567,0.8415,-7.6235,1.157102126,1.150977988,-0.0066,0.2008,0.0194,0.2892,0,0.019200969,10.4598,-1.0717,0.2008,0.0194,0.2892,-1.194,3.459,-1.1936,9.0993,1925955221,0,0.3719,-0.2802,-7.6235,0.8415,9.2479,0.822,-0.0066,-0.1833,0,0,0.1164,0,0.6801,0.9032,0.0173,-0.1891,0.0048,-0.0032,-2.8936,-76821000,524503000,-1464887000,1427823000,250258000,101648000,14071000,62.3156,24.7567,-4.8933,6.3383,112.7299,0.8979,-0.1814,0.1645,0.9925,0.9372,0.2553,0.476,0,0.2985,1.5145,-0.4892,-0.3481,0,0,0,0.179,0.3605,-0.0438,-17.0909,0.0311,0,-0.1643,Technology,-89.62595432
UFPT,190455000,142147000,0,27758000,28696000,1320000,4092000,0,1.95,7373207,0,3238000,0,28321000,19576000,55626000,57667000,74070000,0,133972000,189598000,6836000,2857000,20658000,22286000,25143000,2507000,4129000,0,28483000,49141000,0,111802000,140457000,0,21905000,4491000,10965000,7831000,1212000,21320000,-5351000,-76978000,0,-82329000,25143000,1270000,0,26269000,0,-34740000,15969000,15.4051,0,0.102974456,0.075141109,0.1545,0.1019,0.0727,11.7423,1.00452009,2.693,1.527689031,0.15674315,-50.2666,54.2762,13.1009,0.1326,0.179,0.136939838,0.15182971,14.9417,2.9019,2.174,0.4407,0,0.111942454,25.9228,1.9479,2.9019,2.174,0.4407,19.118,15.725,19.1176,3.4222,243396138.3,15.4051,1.163,0.0649,0.179,0.1326,0.795,2.693,14.9417,1.4898,0,0,0.1457,0,0.3907,0.251,0.0281,-0.6833,0.0064,0.0727,0.1545,34968000,115528000,6485000,116775000,24851000,5508000,16219500,54.2762,13.1009,-50.2666,7.6639,11.7423,0.1019,-0.7283,0.3613,0.6561,0.6772,0.5539,0.5354,0,0.2204,1.2511,0.0986,0.1808,0.2214,0.0944,0,0.3246,0.5219,0.3718,0.1201,0,0,0.1641,Consumer Cyclical,57.99363444
WIRE,1288683000,1098961000,0,90212000,90212000,0,23534000,0,3.75,20879148,0.08,178405000,0,235353000,102367000,519237000,298658000,0,0,298823000,818060000,36706000,0,73572000,0,0,0,24032000,0,24032000,97604000,0,750421000,720456000,0,-178405000,3112000,36866000,16513000,1444000,81590000,-26181000,0,0,-26065000,0,1186000,-1668000,-482000,0,55043000,55409000,13.3813,0.001595823,0.077218369,0.060643308,0.105,0.1085,0.1099,13.2355,1.575291543,7.058,5.623851465,2.424903496,-33.9993,66.6602,10.3964,0,0,0,0,0,3.9141,2.658,8.5586,0.021,0.0633127,61.8222,3.7491,3.9141,2.658,8.5586,34.563,39.245,34.5625,0,869310646.6,13.3813,0.813,0.0747,0,0,-1.5094,7.058,0,1.044,0.0016,0.021,0.07,0,0,0.3209,0.0203,-1.5855,0.0011,0.1099,0.105,445665000,818060000,421633000,566083000,232119000,36518000,97366000,66.6602,10.3964,-33.9993,5.5518,13.2355,0.1085,-1.256,0.2148,0.273,0.2525,0.1661,0.161,0,0.6993,1.1101,0.0796,0.0464,0.1772,0.0995,0.1006,0.0283,0.1083,0.1146,0.1192,0,0,0.1758,Technology,13.78385624
AKER,1665570,1538285,1063253,7448333,10187694,0,0,0,-0.99,12474028,0,181755,5272998,176326,585267,6670128,83456,243411,500000,1137125,7807253,1973500,0,1973500,0,0,0,0,0,0,1973500,-25913,-115694881,5833753,5772998,-5454753,453782,0,234486,50647,-8517370,-68214,0,-276293,-344507,0,1950000,0,9105200,0,243323,-8585584,0,0,-6.040219865,-6.513706419,-2.2696,-1.8597,-16.5904,2.1731,0.21333624,3.38,2.853346339,0.092097796,-138.8705,38.6408,432.4811,0,0,0,0,0,-0.7762,-4.326,0.0166,0,-5.113786872,0.1518,-0.9886,-0.7762,-4.326,0.0166,0.532,0.689,0.5316,0,8640898.64,0,8.463,-0.8761,0,0,0.5139,3.38,0,0.7851,0,0,4.4719,0.6384,0.0312,0,0.041,-0.2909,0.0304,-16.5904,-2.2696,4696628,7563842,4696628,5408587,570498.5,1879268.5,766439.5,38.6408,432.4811,-138.8705,2.9195,2.1731,-1.8597,-0.0062,-0.8658,-0.4728,-0.5211,-0.4728,0.8426,0,-0.6765,-0.672,-0.6414,0,0,-0.6274,0,-0.8172,-0.3824,-0.1639,-0.9175,0,-0.1564,0.2149,Healthcare,-88.88888843
ATRI,152448000,80670000,5513000,24558000,30071000,0,7781000,0,18.49,1852756,5.1,58753000,9684000,17014000,33572000,122265000,74893000,11389000,21048000,108951000,231216000,9601000,0,10220000,0,0,0,619000,0,10229000,20449000,0,291761000,210767000,30732000,-68437000,3242000,619000,9123000,1659000,43236000,-17507000,0,12426000,-5081000,0,0,-9448000,-9538000,0,28617000,25729000,40.08,0.006891952,0.273581812,0.22469957,0.1832,0.1625,0.1709,4.8453,0.659331534,11.963,8.361154599,5.748825832,-151.9001,40.7359,22.9873,0,0,0,0,0,23.333,13.885,31.707,0.276,0.283611461,82.2709,18.4862,23.333,13.885,31.707,113.744,118.633,113.7437,0,1304603416,40.08,9.0066,0.025,0,0,-1.3377,11.963,0,1.2622,0.0069,0.276,0.1611,0.0362,0.0493,0.4049,0.1148,-1.919,0.0109,0.1709,0.1832,112045000,219827000,101816000,150854000,17045000,6765000,31463000,40.7359,22.9873,-151.9001,8.9439,4.8453,0.1625,-9.4479,0.0145,-0.0072,0.0105,-0.0639,-0.0671,0.1333,-0.0808,-0.3113,0.0138,0.0214,0.0567,0.1337,0.1562,-0.0036,0.1437,0.1346,0.1387,0,-0.0493,0.037,Healthcare,3.284142843
BRID,174257000,117751000,0,49929000,43693000,0,6296000,0,0.72,9076832,0,8179000,0,20293000,23413000,53216000,32638000,0,0,48278000,101494000,7655000,0,18367000,0,0,0,155000,0,17447000,35814000,-17700000,65948000,65680000,0,-8179000,1331000,10712000,3940000,0,8265000,-12112000,0,0,-12112000,-83000,0,0,-83000,0,-3930000,-3847000,24.0278,0,0.073529327,0.037398785,0.0966,0.0992,0.1068,7.5064,1.716919227,2.897,1.550171503,0.445309523,-72.5747,42.5059,16.0342,0,0,0,0,0,0.9106,-0.4238,0.9011,0,0.047429945,19.198,0.718,0.9106,-0.4238,0.9011,7.236,11.182,7.236,0,148850193.6,24.0278,0.9011,0.0416,0,0,-0.4882,2.897,0,1.2682,0,0,0.2865,0,0,1.4655,0.0695,-3.0741,0,0.1068,0.0966,34849000,101494000,17402000,74948000,19720500,6510000,23214500,42.5059,16.0342,-72.5747,8.8363,7.5064,0.0992,-1.3344,-0.0825,-0.0012,-0.0012,-0.2619,-0.2577,0,-0.5071,-1.7323,0.1022,0.0356,-0.2493,0.2269,0,0.0598,0.0172,0.0405,0.172,0,0,0.0228,Consumer Defensive,29.72265894
DWSN,154156000,132937000,0,16287000,46246000,408000,-798000,0,-1.07,22943639,0.372,28729000,10647000,25338000,0,77025000,71541000,379000,1447000,73660000,150685000,5427000,6683000,27288000,6097000,12780000,10501000,134000,0,6381000,33669000,-1964000,-34518000,117016000,12094000,-26596000,12311000,15178000,29959000,1368000,12871000,-15308000,0,6025000,-8596000,2639000,-1000,0,2517000,-76000,6716000,-2437000,0,0,-0.16234853,-0.15832663,-0.2012,-0.2086,-0.1724,0,1.023034808,2.823,2.371518616,1.052807095,0,59.9936,12.8497,0.0848,0.1092,0.049523608,0.098462202,-60.777,0.5618,-0.106,1.2539,-0.348,0.083493344,6.7281,-1.0652,0.5618,-0.106,1.2539,5.107,6.56,5.1071,0.5578,50953499.82,0,0.5031,-0.3166,0.1092,0.0848,-5.1523,2.823,-60.777,-0.5273,0.1101,-0.348,0.1057,0,0.0025,1.1893,0.0993,-0.511,0.0089,-0.1724,-0.2012,49737000,150306000,43356000,107069000,29247000,5680000,0,59.9936,12.8497,0,5.2708,0,-0.2086,-0.6681,0.2153,0.3288,0.3408,0.2322,0.2357,0,2.9202,0.8266,-0.1598,-0.1738,0,-0.2043,0,-0.2358,0,-0.1026,-0.1768,0.6249,0,0.0061,Energy,-30.43478081
JOB,165284000,106352000,0,47406000,56470000,11502000,-859000,0,-0.74,10783457,0,3213000,0,20755000,0,26234000,891000,106060000,0,107367000,133601000,7735000,2437000,13119000,69863000,72300000,0,146000,0,99380000,112499000,0,-23018000,21102000,0,69087000,2266000,2947000,5972000,1660000,1507000,-324000,0,0,-324000,-755000,0,0,-755000,0,428000,1183000,0,0,0.014895574,-0.045763655,-0.5401,-0.3584,0.0129,0,1.237146429,2,1.826968519,0.24491196,0,45.8337,17.0814,0.5412,3.4262,0.768020667,0.77407336,0.2677,0.1472,0.1155,0.3138,0,0.00911764,16.1426,-0.7387,0.1472,0.1155,0.3138,2.061,2.69,2.0609,7.0612,96908319.06,0,0.1683,-0.2868,3.4262,0.5412,7.6331,2,0.2677,-0.1992,0,0,0.2868,0,0.7939,0.215,0.002,-0.0543,0.01,0.0129,-0.5401,13115000,27541000,-86265000,83509000,21966500,5489000,0,45.8337,17.0814,0,7.5244,0,-0.3584,-0.0316,0.3103,2.2856,2.7573,-2.1889,-1.96,0,5.7883,43.25,0.1497,0,0,-0.2408,0,-0.1045,0,-0.0579,-0.1753,0.0005,0,0.2002,Industrials,-53.01204897
AE,1750213000,1729214000,0,8937000,19591000,109000,509000,0,0.7,4217596,0.88,117066000,162000,85622000,22779000,229590000,44623000,0,0,49280000,278870000,116097000,883000,123267000,3209000,4092000,0,4271000,0,9005000,132272000,0,134228000,146598000,162000,-113136000,3961000,6287000,10654000,255000,31014000,-9693000,-10272000,0,-19135000,-495000,0,-3711000,-4206000,0,7673000,21321000,55.3,0.023020023,0.000804474,0.001682652,0.0195,0.0201,0.0224,100.0951,6.276089217,1.863,1.645614804,0.949694565,-4.8082,17.8561,24.2116,0.0147,0.0279,0.021420895,0.027155087,32.6881,7.3535,5.055,27.7566,1.257,0.017720129,414.9788,0.6983,7.3535,5.055,27.7566,34.759,66.121,34.7587,0.9702,50127141.16,55.3,0.0933,0.0181,0.0279,0.0147,-7.9578,1.863,32.6881,10.5311,0.0227,1.257,0.0051,0,0,0.3125,0.0055,-0.9098,0.0001,0.0224,0.0195,106323000,278870000,97318000,42629000,103487500,120404000,17485500,17.8561,24.2116,-4.8082,16.9123,100.0951,0.0201,-2.2982,-0.1848,2.0479,-0.4253,7.11,7.3636,0,0.1885,-0.1179,-0.0344,0.0678,0,-0.0131,0,-0.2944,0.8684,-0.0136,-0.0034,1.4227,0,-0.0793,Energy,-2.367751434
AHPI,33759953,27309511,0,8446056,8446056,23569,173038,0,-0.55,4013537,0,136112,0,3747993,7830541,11977429,4823149,0,0,5343812,17321241,1473618,0,3324301,0,0,0,0,0,0,3324301,0,-13562631,13996940,0,-136112,262783,1850683,931408,2830,-859592,0,0,0,0,0,0,0,0,0,-859592,-859592,0,0,-0.059111871,-0.064934036,-0.1627,-0.1566,-0.09,4.1316,1.94904932,3.603,1.168397507,0.040944547,-104.6576,40.5219,15.9322,0,0,0,0,-84.669,-0.2142,-0.176,0.0339,0,-0.025461884,8.4115,-0.5462,-0.2142,-0.176,0.0339,3.487,4.316,3.4874,0,9576647.54,0,0.2877,-0.2273,0,0,0.1279,3.603,-84.669,0.3921,0,0,0.2502,0,0,0,0,0,0.0001,-0.09,-0.1627,8653128,17321241,8653128,13860828,3555215.5,1457010.5,8171247.5,40.5219,15.9322,-104.6576,9.4959,4.1316,-0.1566,0,-0.0161,0.0276,0.0274,-0.0496,-0.0577,0,-0.2514,-0.2142,-0.0163,0,0,-0.1222,0,0.1147,-0.0801,-0.1179,-0.1354,0,0,-0.0188,Healthcare,-31.07344397
AP,419432000,351839000,0,58068000,112485000,4130000,268000,0,-5.57,12494846,0,19713000,0,221956000,94196000,227866000,185661000,9225000,2175000,343253000,571119000,38900000,45728000,167453000,31881000,77609000,0,164000,0,310697000,478150000,-49434000,-30355000,87595000,2175000,57896000,-107999000,82825000,21379000,2115000,-6724000,-1914000,0,694000,-3373000,-7719000,0,-35000,11246000,-1012000,137000,-8638000,0,0.000906999,-0.10703046,-0.165306891,-0.2818,-0.7915,-0.0661,4.4704,0.734403863,1.361,1.443204959,0.117722585,-97.7195,193.1515,33.8517,0.1359,0.886,0.266840202,0.469776761,-15.7232,-0.5402,-0.694,1.5836,0,-0.016031204,33.6947,-5.57,-0.5402,-0.694,1.5836,7.037,45.139,7.0369,6.2347,96630022.6,0,0.0923,-1.7968,0.886,0.1359,-1.3292,1.361,-15.7232,0.097,0,0,0.1384,0,0.0162,0,0.0046,-0.0895,0.005,-0.0661,-0.2818,60413000,561894000,-250284000,452337000,201880000,37171500,93824000,193.1515,33.8517,-97.7195,2.0776,4.4704,-0.7915,-0.1538,-0.0085,-5.2687,-2.2604,-4.7354,-4.6837,-1,0.5755,0.7006,0.1382,0,0,-0.2971,-1,0.2209,0.008,0.0098,-0.4541,0.1732,0,-0.0348,Industrials,-25.86206816
ARCT,15753000,0,16982000,20582000,37564000,-328000,0,0,-2.16,10699271,0,36709000,0,4481000,0,41828000,1975000,0,395000,2370000,44198000,2398000,0,12577000,9911000,9911000,13806000,0,0,17979000,30556000,0,-44874000,13642000,395000,-26798000,638000,10179000,582000,1259000,-20760000,-1478000,0,23612000,22134000,9872000,332000,0,10204000,0,11578000,-22238000,0,0,-1.384561671,-1.382911192,-0.6977,-1.5969,0,0,0.356418842,3.326,3.275025841,2.918740558,0,103.8256,55.5621,0.2242,0.7265,0.420795652,0.420795652,67.4177,-2.0618,-2.2086,3.6457,0,-1.31784422,1.5645,-2.1636,-2.0618,-2.2086,3.6457,1.355,4.39,1.3549,0.9843,21669697.63,0,3.0767,-0.4768,0.7265,0.2242,1.2446,3.326,67.4177,0.9529,0,0,1.3065,1.078,0,0,0.0938,-2.5395,0.0799,0,-0.6977,29251000,44198000,11272000,4823000,2480500,2094000,0,103.8256,55.5621,0,6.3507,0,-1.5969,-0.1468,0.212,-1.1076,-1.0788,-0.9983,0.3881,0,-44.1304,-31.607,-0.199,0,0,-0.6597,0,8.3354,0,-0.1504,-0.8762,0,0.0668,1.7182,Healthcare,131.7697175
ASPN,104361000,90660000,6319000,32910000,46585000,524000,0,0,-1.45,23970487,0,3327000,0,25565000,7318000,37251000,61699000,0,0,61772000,99023000,12392000,4181000,23066000,0,4181000,2629000,0,0,5703000,28769000,0,-471585000,70254000,0,854000,1041000,6493000,10787000,4302000,-8654000,-3593000,0,0,-3593000,431000,0,0,4880000,0,-7367000,-12247000,0,0,-0.315098552,-0.330008336,-0.4539,-0.4902,-0.2676,12.8579,1.053906668,1.615,1.252579554,0.144238273,-29.4625,89.413,43.3407,0.0422,0.0595,0,0.056169813,-64.7252,-0.3646,-0.5159,0.1401,0,-0.082923698,4.3962,-1.4508,-0.3646,-0.5159,0.1401,2.959,4.171,2.9595,0.1761,51911137.31,0,0.4892,-0.6808,0.0595,0.0422,-0.0369,1.615,-64.7252,0.2513,0,0,0.3153,0.0605,0,0,0.0344,-0.3331,0.0412,-0.2676,-0.4539,14185000,99023000,8482000,76811000,26164500,11522500,8116500,89.413,43.3407,-29.4625,3.9886,12.8579,-0.4902,-0.1514,-0.3002,-0.7724,-0.804,-0.7825,-0.747,0,-0.8789,-0.142,-0.0622,0,0,-0.178,0,-0.0448,-0.1791,-0.2002,-0.3144,0.1149,0.0225,0.0406,Basic Materials,249.5495554
AWRE,16131000,1240000,7105000,7474000,14510000,0,-8000,0,0.06,21545113,0,51612000,0,5289000,0,57185000,4085000,0,0,9256000,66441000,126000,0,4469000,0,0,3099000,0,0,75000,4544000,0,-34694000,61897000,0,-51612000,284000,4343000,443000,580000,660000,-206000,0,0,-206000,0,-343000,0,-450000,0,4000,454000,60.1667,0,0.023619118,0.076436675,0.0217,0.0199,0.023,0,0.242786833,12.796,12.73237861,11.54889237,0,119.6755,2.851,0,0,0,0,0,0.0306,0.021,2.3957,0,0.040915008,0.7487,0.0572,0.0306,0.021,2.3957,2.873,3.084,2.8731,0,26165857.93,60.1667,4.8216,0.0166,0,0,-30.9424,12.796,0,0.5353,0,0,0.4633,0.4405,0,0.3121,0.0128,-0.465,0.036,0.023,0.0217,52716000,66441000,52641000,10360000,4553500,146000,0,119.6755,2.851,0,3.5425,0,0.0199,-0.0096,0.0206,-0.2066,-0.6558,0.2318,0.2,0,-0.8201,-0.8734,-0.044,-0.5285,-0.3428,0.054,0,0.3853,0,0.0216,0.0353,0,-0.0855,0.0244,Technology,-8.446871247
BDR,21707000,13288000,2576000,6697000,9273000,562000,-77000,0,-0.15,9284436,0,559000,0,2654000,6723000,10377000,2890000,1774000,0,5224000,15601000,1523000,5678000,8263000,171000,5849000,0,28000,0,171000,8434000,-832000,-19178000,7167000,0,5290000,441000,1062000,521000,493000,587000,-81000,0,0,-101000,-135000,40000,0,-95000,0,391000,506000,0,0,-0.039342148,-0.061685171,-0.2676,-0.1868,-0.0428,3.3219,1.391385168,1.256,0.388841825,0.067650974,-184.67,44.6266,25.609,0.3749,0.8161,0.023303352,0.449370006,-1.5196,0.066,-0.046,0.0628,0,0.027041968,2.4393,-0.1505,0.066,-0.046,0.0628,0.805,1.554,0.8054,0.6573,15595723.96,0,0.4748,-0.1351,0.8161,0.3749,-15.8859,1.256,-1.5196,-0.4384,0,0,0.3085,0.1187,0.1137,0.138,0.0037,-0.1555,0.0227,-0.0428,-0.2676,2114000,13827000,1943000,10854000,2637500,1111500,6534500,44.6266,25.609,-184.67,8.2301,3.3219,-0.1868,-0.0091,-0.0579,-3.6604,-2.8445,-2.487,-2,0,3.4768,2.3493,-0.0903,0,0,-0.1094,0,0.0126,0.0594,0.0281,-0.1105,-0.0937,0.0506,0.1123,Technology,-31.53153327
BSET,456855000,179581000,0,260339000,263190000,57000,3988000,0,0.77,10638409,0.82,33468000,22643000,19055000,64192000,148547000,104863000,28480000,0,143094000,291641000,27407000,0,81819000,0,0,0,0,27157000,19513000,101332000,-2338000,140009000,190309000,22643000,-56111000,9189000,54412000,13203000,0,28698000,-15612000,-15556000,482000,-30686000,-3455000,-5564000,-8800000,-18493000,0,-20481000,13086000,25.7792,0.042261859,0.030828162,0.017988202,0.0479,0.0432,0.0573,7.6997,1.566497852,1.816,0.918686369,0.409049243,-130.4708,15.2238,21.8966,0,0,0,0,215.1404,2.6976,1.23,3.146,1.065,0.06281643,42.9439,0.7725,2.6976,1.23,3.146,17.889,24.737,17.8889,0,155061418.7,25.7792,0.4622,0.0388,0,0,-2.2034,1.816,215.1404,3.4921,0.0413,1.065,0.5699,0,0.0977,0.544,0.0342,-1.1825,0,0.0573,0.0479,66728000,263161000,47215000,147874000,19347500,24583500,59334000,15.2238,21.8966,-130.4708,23.6131,7.6997,0.0432,-1.4675,0.0085,-0.5637,-0.4569,-0.5498,-0.5497,0.1389,-0.2112,-0.4839,0.029,-0.0499,-0.2551,0.0331,0.1494,-0.0298,0.1784,-0.0072,0.003,-1,0,0.0605,Consumer Cyclical,-17.71756949
BSTC,32961443,0,756776,8805989,9562765,0,4744008,0,2.77,7278139,0,13176452,67707143,16518687,0,98233962,0,444478,1099834,1858080,100092042,1798588,0,2503522,0,0,0,704934,0,0,2503522,0,72176719,97588520,68806977,-80883595,831680,704934,2432941,263431,17730536,0,0,-11458541,-11458541,0,-429353,0,-429353,0,5842642,17730536,21.8773,0,0.709880268,0.608385652,0.2095,0.2055,0.8754,0,0.329311325,39.238,38.90610188,5.263166052,0,182.9204,19.9167,0,0,0,0,0,2.4482,1.835,1.8194,0,0.537917469,4.5513,2.7689,2.4482,1.835,1.8194,13.475,13.759,13.475,0,360171628.4,21.8773,13.3809,0.0457,0,0,-2.9704,39.238,0,0.8842,0,0,0.2672,0.023,0.0044,0,0,0,0.008,0.8754,0.2095,95730440,99647564,95730440,83967590,10586896,1366293,0,182.9204,19.9167,0,3.1134,0,0.2055,0,0.2011,0.3502,0.3236,0.7702,0.7532,0,0.3475,0.3475,0.1095,0.1637,0.2526,0.271,0,2.5485,0,0.3346,0.4311,0,-0.3814,0.0309,Healthcare,-5.084185642
BWEN,125380000,122315000,0,13625000,28131000,1496000,-205000,0,-1.56,15616668,0,1177000,0,17455000,22670000,43078000,49087000,6602000,0,56087000,99165000,11618000,12897000,51855000,1979000,14876000,0,0,23507000,3948000,55803000,0,-336253000,43362000,0,13699000,1776000,27340000,9183000,803000,1940000,-1648000,0,0,-1648000,859000,-52000,0,807000,0,1099000,292000,0,0,-0.199920242,-0.192582549,-0.599,-0.5568,-0.2654,5.9777,1.264357384,0.831,0.359309613,0.022697908,-67.6495,50.8141,33.8217,0.15,0.3431,0.04364703,0.255434596,-15.2774,0.1254,0.019,0.0761,0,0.015472962,8.1052,-1.5609,0.1254,0.019,0.0761,2.803,5.984,2.8032,0.9617,34000668.4,0,0.1619,-1.2,0.3431,0.15,-1.002,0.831,-15.2774,-0.0803,0,0,0.1087,0,0.0666,0.8495,0.0131,-0.1795,0.0064,-0.2654,-0.599,-8777000,92563000,-12725000,54407000,15549500,11687000,20974500,50.8141,33.8217,-67.6495,8.0633,5.9777,-0.5568,-0.1065,-0.6243,-1.8974,-2.3723,-5.6317,-5.5,0,1.2058,1.0182,-0.1578,0,0,-0.1521,0,0.2793,0.1759,-0.1174,-0.3614,-0.112,0,-0.0147,Industrials,10.66666444
CIDM,67683000,19523000,0,28454000,47714000,14250000,401000,356000,-0.81,34947790,0,18952000,0,44927000,792000,74168000,21483000,23354000,0,47014000,121182000,69225000,5287000,76333000,63005000,68292000,5663000,0,0,67153000,143486000,-38000,-379225000,-21049000,0,49340000,9497000,1821000,17992000,2279000,22397000,-925000,0,0,-931000,-43948000,27868000,0,-16080000,0,5386000,21472000,0,0,0.006589542,-0.272653399,-0.9553,0.8767,0.0086,70.1742,0.558523543,0.972,0.836846449,0.24828056,-14.8072,242.2817,373.3157,0.5635,-3.2444,1.501692249,1.445547489,-0.2669,0.9694,3.878,0.8203,0,0.330910273,2.9294,-0.7987,0.9694,3.878,0.8203,-0.911,4.234,-0.911,2.9557,97567950.2,0,0.7126,-0.587,-3.2444,0.5635,3.4773,0.972,-0.2669,-1.1907,0,0,0.4204,0,0.1927,0.0413,0.0137,-0.0514,0.0337,0.0086,-0.9553,-2165000,97828000,-69318000,70835000,52095000,71452000,964500,242.2817,373.3157,-14.8072,1.2992,70.1742,0.8767,-0.04,-0.2622,-1.9074,-0.934,-0.2147,0.5781,0,-0.2934,-0.3122,-0.4026,-0.0686,0,0,0,-0.2419,-0.3034,-0.1992,0.8945,-0.5128,0,0.1968,Consumer Cyclical,16.66666004
